name_muni;abbrev_state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Nova Ipixuna;PA;824;988;1005;1409;1817;2108;2745;2938;3236;3822;3815;3866;5833;6344;6026;6329;6401
Nova Timboteua;PA;569;1150;1120;1249;1316;1493;1621;1963;2036;2139;2693;2994;3544;4203;5179;5403;5428
Novo Progresso;PA;4027;4627;6780;7144;8681;11680;9271;9722;13303;18314;22113;24744;34482;42871;49095;47462;54781
Novo Repartimento;PA;4291;7434;12566;8881;9257;9876;9987;11574;13792;16716;25321;29002;33590;38305;45442;54509;49889
Óbidos;PA;4379;6218;6369;6276;6751;7653;8778;9342;12040;12915;12680;16799;18883;22799;24396;24787;24423
Oeiras do Pará;PA;769;986;975;1078;1211;1655;1996;1988;2986;3029;2856;4426;5232;6891;7545;7294;7098
Oriximiná;PA;63331;90584;79507;89601;97692;95101;114002;120149;59467;69924;120957;93623;78720;87333;103883;108128;108834
Ourém;PA;695;1075;1231;1489;2145;1904;2023;2151;3000;3407;3037;5047;5884;6323;6524;6947;7595
Ourilândia do Norte;PA;2986;5019;4949;5528;7662;24262;45476;44734;52492;50145;68961;59625;33516;63719;77893;87480;114691
Pacajá;PA;1703;2830;2736;3624;3885;5734;5943;6976;8528;10941;19252;16108;16559;20746;21651;24303;25702
Palestina do Pará;PA;272;363;445;439;534;633;705;1203;1001;1151;1163;1227;1225;1615;1765;1775;1999
Paragominas;PA;32748;42211;46670;60332;68428;72730;75509;71840;124065;148275;139919;135535;149339;181804;212759;225407;276549
Parauapebas;PA;92896;141355;148110;185548;224844;260334;260205;303632;393522;518056;673011;657101;576006;577924;563683;577384;652492
Pau D'Arco;PA;368;534;550;559;708;682;698;827;846;1004;1185;1252;1490;2252;2278;2263;4298
Peixe-Boi;PA;334;409;358;444;459;437;450;540;651;796;818;1228;1316;1552;2030;1995;1850
Piçarra;PA;1346;2045;1557;1890;2178;2630;2544;3403;3054;4289;5727;5221;6281;8056;9101;9014;9677
Placas;PA;880;984;1020;1169;959;1365;1300;1348;1605;2316;2423;3614;6628;8265;9087;8784;7724
Ponta de Pedras;PA;740;866;893;1034;1033;1222;1274;1415;1965;2214;2019;3166;4612;5353;6461;5645;5997
Portel;PA;5556;6202;6959;8113;8531;10406;9699;10441;10411;10772;16699;14214;15262;15016;17248;18022;17176
Porto de Moz;PA;1632;3149;2678;2767;2779;3227;2724;3332;4358;5264;5295;6898;6020;6731;7825;8820;11340
Prainha;PA;1377;1489;1421;1680;1698;2100;2214;2918;1767;2306;3873;4684;4359;5276;6012;6092;5232
Primavera;PA;411;519;490;639;659;707;730;1311;1204;1375;1614;13733;5332;14035;17607;23292;38217
Quatipuru;PA;322;411;430;526;578;644;653;774;877;1050;1023;1441;1336;1740;2112;2558;2816
Redenção;PA;33600;32883;36629;44573;52034;65842;69981;74858;83097;92336;115881;133702;162670;186856;211376;219524;280082
Rio Maria;PA;2600;3792;9432;14587;20165;13831;17791;20746;20480;23252;24183;31681;38010;50724;55332;55992;61878
Rondon do Pará;PA;8131;10064;11659;14243;14367;15911;15201;13817;17795;20462;21661;23012;26588;27070;29619;28952;29890
Rurópolis;PA;1474;1999;2209;2617;2725;3336;3485;4705;5323;6871;8126;9916;11536;17252;18444;19582;17777
Salinópolis;PA;3733;6075;6231;6796;8599;8058;8564;9425;10279;10948;15910;19031;23882;29705;32868;34823;39213
Salvaterra;PA;821;1050;1088;1330;1607;1765;1957;2175;2532;3032;3127;3765;3797;5429;5927;6157;7043
Santa Bárbara do Pará;PA;1480;2010;2087;2292;2815;3755;3573;3675;4655;5491;11015;6668;7395;9883;11678;12537;15552
Santa Cruz do Arari;PA;264;244;235;312;385;265;326;350;451;532;555;601;655;1065;1012;991;964
Santa Izabel do Pará;PA;13286;16536;15265;19163;18805;22419;24437;31243;35267;41761;36439;43339;48785;53148;52951;64124;72845
Santa Luzia do Pará;PA;844;1235;1140;1259;1311;1447;1464;2021;2078;2634;3304;4571;6321;6693;7495;7892;8282
Santa Maria das Barreiras;PA;701;1001;986;1077;1173;1948;2312;1931;2784;3074;5357;5157;5907;8428;9850;11713;12967
Santa Maria do Pará;PA;3814;3094;2971;3304;3802;4699;5324;5873;7013;7631;6133;9122;10027;11428;13920;15593;18504
Santana do Araguaia;PA;7966;11990;12016;14362;15325;19298;22495;31134;26229;32422;35245;46845;56129;70166;74828;74647;90256
Santarém;PA;68193;97377;119502;136134;158833;142078;153113;164819;190058;210710;252301;305024;342065;370586;402771;418228;468330
Santarém Novo;PA;325;340;444;403;378;483;417;585;489;579;579;759;678;725;987;1027;920
Santo Antônio do Tauá;PA;2529;3078;2851;2915;3051;3472;3940;3258;4227;6246;6501;7368;8972;13216;14218;16812;20290
São Caetano de Odivelas;PA;568;867;980;756;901;1101;926;840;1259;1805;1664;2122;2225;2997;3249;3814;4510
São Domingos do Araguaia;PA;1583;2154;2288;2829;3461;2799;3012;5432;5237;6732;6252;7623;9801;12847;15961;15445;15213
São Domingos do Capim;PA;817;1449;1375;1803;2310;2320;2427;2604;3661;4102;3982;5437;5595;5893;6223;6304;5945
São Félix do Xingu;PA;3718;5021;5300;6213;8185;10985;15006;14106;17861;24640;27144;34614;50149;64928;69377;76095;87640
São Francisco do Pará;PA;620;1495;1472;1700;1738;2167;2185;2979;3443;4123;3468;8518;10021;10337;11343;11548;11578
São Geraldo do Araguaia;PA;3356;4258;3923;4006;4431;5150;5506;6982;7919;9653;14969;13346;18253;23253;34384;45559;65937
São João da Ponta;PA;274;277;269;368;346;269;333;385;394;422;494;492;589;732;768;883;1121
São João de Pirabas;PA;802;1321;1318;1333;1797;2204;2185;2471;2970;3371;3665;4055;4655;5151;5760;7731;6138
São João do Araguaia;PA;391;582;733;1260;1042;1293;1429;1381;1397;1594;1352;1649;1886;2998;2978;3907;4312
São Miguel do Guamá;PA;5668;5895;7664;8731;8738;9906;9745;11556;15190;16809;20648;24205;28259;32577;34972;33016;33699
São Sebastião da Boa Vista;PA;1037;815;734;887;1054;1100;1071;1480;2530;3288;3333;4269;4542;4190;5000;4680;5167
Sapucaia;PA;683;952;978;940;1351;2448;2423;2874;2958;3756;2001;4728;6481;7260;6839;9735;6990
Senador José Porfírio;PA;915;1264;1314;1629;1503;1589;1398;1320;1507;2818;3334;4303;3450;4911;4528;4848;5169
Soure;PA;1558;1743;1740;2109;2167;2362;2426;2665;3114;3151;3289;4111;4584;5645;6555;6316;6705
Tailândia;PA;13076;19826;27863;28176;27251;26645;35192;41450;54315;64497;67187;70430;82790;83743;101683;77514;77552
Terra Alta;PA;349;385;415;499;547;661;809;844;970;1040;1029;2320;1366;2276;2071;2110;1965
Terra Santa;PA;597;876;1086;1128;1370;1367;1504;1834;2096;4021;5968;6125;5933;8582;9435;9230;9449
Tomé-Açu;PA;8434;9303;9457;11139;15843;14383;16258;16998;20434;28005;34263;31792;30410;36833;39263;40485;46447
Tracuateua;PA;553;742;681;844;1116;1394;1437;1631;1864;2201;2131;3341;5000;4683;5709;6300;5623
Trairão;PA;999;1948;2373;1947;2066;3738;3805;3689;4532;7147;7730;9783;10057;13230;16876;22567;24058
Tucumã;PA;6022;9176;10723;11123;15051;21476;25804;34945;36942;43652;48838;58635;71848;94164;94160;98442;109175
Tucuruí;PA;52610;36603;35771;44308;47151;48149;50156;67173;72650;76819;85437;76943;93027;99525;105623;102965;104442
Ulianópolis;PA;8170;8530;10808;15692;16600;18355;19279;18195;19261;22476;29332;31982;32258;38135;40339;37982;38352
Uruará;PA;5044;5604;6211;9077;9275;11840;12189;12233;12842;15690;20789;18627;25403;29099;26998;28859;32138
Vigia;PA;2900;4544;5024;6215;6961;7199;7087;10397;8705;10482;13746;11970;15632;17955;18583;17884;17985
Viseu;PA;1739;2314;1899;2165;2518;3019;3131;3576;5235;6231;6448;8579;9996;11202;13686;15376;12512
Vitória do Xingu;PA;1627;1673;1563;1402;1621;1591;1750;1868;2442;2996;11080;143020;127725;190826;121946;88280;60981
Xinguara;PA;19388;29555;24447;22005;31840;41960;37057;49956;55222;70189;62464;95231;116991;163856;174177;183791;244672
Serra do Navio;AP;808;907;1384;1194;1672;2124;1809;1317;1403;1680;1623;2015;2002;1954;1897;1732;2947
Amapá;AP;569;721;931;1335;1101;1447;1560;1822;4111;2397;4472;9300;13184;6386;7072;8786;3911
Pedra Branca do Amapari;AP;1557;1883;2634;2787;3853;4454;4128;7000;8619;10626;18799;30217;26283;34948;29529;34764;28148
Calçoene;AP;664;704;945;1243;1229;1193;2045;3214;3451;3802;4744;6676;3478;5088;3911;4862;5695
Cutias;AP;247;271;257;271;283;552;367;550;1527;801;1145;1577;904;995;1044;980;927
Ferreira Gomes;AP;363;420;338;914;1036;1176;1073;1558;2286;4991;9336;19711;18550;18023;5464;4434;3820
Itaubal;AP;198;225;240;336;254;271;430;709;544;291;733;1316;386;955;896;740;542
Laranjal do Jari;AP;4891;5443;6386;8371;9929;11926;11064;13143;16516;19622;22769;27480;27326;23320;18911;18892;22666
Macapá;AP;159336;162109;209841;247563;301777;331548;368139;412098;488452;546141;674933;734837;760407;710337;658651;763354;884141
Mazagão;AP;892;916;840;1202;1193;1364;1644;2886;4847;3283;3390;6018;4389;4671;3575;2962;3783
Oiapoque;AP;3035;3102;4528;5532;6647;6950;6850;8406;9869;9728;11585;14702;12613;13712;17828;23312;24132
Porto Grande;AP;1334;1524;1885;2753;3153;3127;4092;5826;17356;9731;11343;14384;12350;12643;12984;17165;13385
Pracuúba;AP;196;212;229;312;271;311;378;566;1769;578;1004;2478;1636;1097;666;636;599
Santana;AP;23885;39577;30041;40214;43318;44433;52387;61638;68617;74207;108509;126840;136758;131198;103463;120795;126667
Tartarugalzinho;AP;489;500;689;749;722;1105;1223;1763;3579;1697;2539;5044;3004;2463;2827;2676;4436
Vitória do Jari;AP;945;1167;1403;1682;1983;2633;2075;2423;3134;2908;3365;4817;4578;2704;4792;3227;4391
Abreulândia;TO;247;338;309;442;420;434;473;431;514;554;594;596;721;976;1631;1831;1451
Aguiarnópolis;TO;1677;2223;2378;2863;3843;5038;11395;11402;11175;10768;12950;17861;9496;12234;13340;13199;16936
Aliança do Tocantins;TO;2269;3822;3532;2607;1980;1397;1675;2400;5417;3772;2653;3157;3278;3252;3828;4485;6616
Almas;TO;1101;1498;1659;1598;1655;1840;2460;2433;3484;4140;4934;3580;3611;3881;4067;5654;5107
Alvorada;TO;3015;3381;3632;4068;7379;9468;14729;15708;18430;35114;27416;32383;27772;29178;39237;42527;35636
Ananás;TO;1783;2551;2921;3056;3163;3056;2877;3026;3019;3436;3773;3518;3631;3160;5353;6551;7379
Angico;TO;216;258;280;429;510;481;564;552;410;771;695;650;698;924;997;1247;1026
Aparecida do Rio Negro;TO;578;795;1081;1449;989;950;1141;973;1195;1567;1585;1638;1786;2325;2778;3062;3262
Aragominas;TO;409;539;584;629;700;723;846;691;739;1029;978;1105;1096;1251;1495;1715;1454
Araguacema;TO;774;986;1121;1222;1140;1169;1304;1189;1296;1448;1882;1814;2016;2556;3690;4196;4227
Araguaçu;TO;2675;3442;3725;4085;3796;3575;4095;3808;4207;4597;5358;4684;5505;6260;7561;8231;8541
Araguaína;TO;98447;126280;136270;146789;150418;148675;195971;198360;238669;259356;280646;332790;351381;370871;425178;442954;499526
Araguanã;TO;522;1255;1679;1773;1056;1039;1164;1287;1005;965;860;893;807;1240;1934;1872;2062
Araguatins;TO;4631;5533;5815;6564;6349;6097;7367;7684;9447;11746;12585;15381;16957;16282;21132;20565;25002
Arapoema;TO;1934;2293;2535;3030;3043;2821;2367;2393;2054;2704;2952;2817;3162;3848;4868;4148;5267
Arraias;TO;1800;2479;2358;3001;3935;2877;3671;4137;3594;3917;12552;12852;9870;6196;7447;13484;26946
Augustinópolis;TO;2511;3851;3730;4917;5587;4770;7065;6583;7288;7639;9378;9837;10884;11908;15399;15903;17971
Aurora do Tocantins;TO;1541;882;698;624;507;583;677;686;528;696;734;820;788;983;1243;1308;1321
Axixá do Tocantins;TO;1256;1405;1344;1387;1636;1808;1729;1867;2018;2264;2684;2875;3186;3760;4831;4241;5388
Babaçulândia;TO;482;583;659;872;990;1769;1602;3508;3731;2362;1595;1853;3008;2225;2346;2974;2814
Bandeirantes do Tocantins;TO;631;1281;1619;719;759;979;1215;1105;1385;1876;2064;1715;2009;2385;2927;1980;2161
Barra do Ouro;TO;107;171;198;343;572;325;390;534;914;806;1943;1057;1197;1249;1562;1452;1758
Barrolândia;TO;2036;2180;1897;2038;2041;1906;2418;1869;2127;2953;2613;2725;2935;3289;4753;6090;6667
Bernardo Sayão;TO;847;1093;1518;1439;1623;1839;1982;2033;1887;2078;2568;2689;2692;3178;4557;4942;5419
Bom Jesus do Tocantins;TO;181;341;306;374;365;393;525;461;594;708;819;1052;1211;1197;1426;1434;1702
Brasilândia do Tocantins;TO;434;710;938;919;725;646;549;864;741;910;1802;1815;2601;3036;3343;2854;3358
Brejinho de Nazaré;TO;644;876;987;1227;1235;1268;1719;1418;2823;5617;3640;3019;2668;2677;3020;3826;4700
Buriti do Tocantins;TO;602;910;906;1143;1325;1319;1762;1914;2461;2427;2413;2300;2578;2719;3672;4437;4452
Cachoeirinha;TO;142;203;243;226;256;282;338;319;395;353;374;449;647;637;903;921;956
Campos Lindos;TO;2828;5423;5984;7006;5802;9155;11608;8585;14930;21587;26042;24425;35380;25208;19809;26263;17202
Cariri do Tocantins;TO;1251;1817;3077;6174;6207;6342;7381;6290;9482;15301;15181;18721;31976;39970;47696;54150;63315
Carmolândia;TO;372;378;429;478;419;394;620;596;901;1081;1104;1396;1714;1212;1469;1923;1583
Carrasco Bonito;TO;146;270;216;292;295;319;354;370;457;465;518;576;604;736;821;918;891
Caseara;TO;588;779;810;835;858;642;945;1026;1153;1291;1679;1708;2253;2807;4893;4835;7975
Centenário;TO;149;210;234;267;284;286;376;328;345;407;515;403;616;813;935;1022;1089
Chapada de Areia;TO;110;145;147;202;236;239;272;252;300;279;331;307;312;440;537;642;626
Chapada da Natividade;TO;295;550;594;603;607;696;844;989;1016;1002;1005;1067;1244;1571;1779;1834;2351
Colinas do Tocantins;TO;17244;25043;24843;26024;36158;41989;31592;26003;31671;40411;43619;47664;49453;57487;65668;72242;79837
Combinado;TO;813;1158;1103;1283;1467;1455;1762;1552;1661;2134;2643;2849;3156;3531;4590;5440;5438
Conceição do Tocantins;TO;591;741;788;927;903;933;1084;1077;1403;1547;1750;1772;1938;2305;3686;3174;3602
Couto Magalhães;TO;280;339;447;741;1525;2268;2400;2457;2572;2386;2718;2582;3163;5753;5461;7831;6397
Cristalândia;TO;2517;3381;3095;3327;3171;2556;3542;3189;2363;2691;4045;4274;4942;6056;6531;5963;6184
Crixás do Tocantins;TO;612;795;594;618;738;601;888;924;2053;2490;1287;799;691;1404;1648;1895;2200
Darcinópolis;TO;806;1190;1243;1309;2380;1461;1765;2549;2304;3237;2838;3240;3602;4438;6301;9237;11628
Dianópolis;TO;4532;6239;6733;7659;9497;13424;14655;12295;14838;15224;15432;16721;18875;17371;19622;22705;26613
Divinópolis do Tocantins;TO;1151;1303;1303;1756;2482;2324;2617;2436;2852;3026;3843;4058;4883;6053;6760;7189;8046
Dois Irmãos do Tocantins;TO;692;803;880;870;1056;1076;1283;1339;1413;1754;1920;1903;2346;2733;4065;4250;4034
Dueré;TO;1027;1676;1643;1475;1679;1608;1647;1294;1750;2273;2300;2042;2344;2485;3611;4983;4572
Esperantina;TO;399;566;602;829;841;626;785;815;907;1194;1261;1208;1458;1795;2294;2395;2514
Fátima;TO;2036;2392;2364;2400;2207;2235;2578;2805;3547;4517;2851;3298;5216;5144;5426;5186;6487
Figueirópolis;TO;2750;4100;4510;5774;5628;5616;8721;6332;8440;11664;11876;14414;13660;11398;8694;13874;14291
Filadélfia;TO;577;814;783;917;1231;1263;1560;1685;2297;2473;3227;2328;1628;2694;2637;3405;3307
Formoso do Araguaia;TO;7504;11380;9934;9253;8376;8196;8513;8611;13257;11752;13405;12982;14508;17239;22418;24563;24882
Fortaleza do Tabocão;TO;2970;4830;6177;6235;7875;10208;9719;9907;9020;11129;12014;15620;18783;19426;21392;23884;31879
Goianorte;TO;547;742;745;764;799;650;840;1026;1334;1410;1596;1837;2290;2355;3596;4172;3757
Goiatins;TO;650;877;865;1134;1262;1096;1274;1279;2100;2433;2500;2399;3126;3644;4733;4687;5307
Guaraí;TO;7604;10135;12221;13413;14272;15807;23430;24739;27183;33589;38290;42051;46819;58068;59824;65429;70422
Gurupi;TO;65388;81476;84256;96244;95343;102400;122829;118767;144398;150818;190928;195500;201996;208558;249594;266065;266469
Ipueiras;TO;144;255;216;283;279;255;388;303;618;459;762;590;617;718;681;850;1165
Itacajá;TO;870;984;1357;1349;1376;1477;1740;1710;2117;2487;2930;3208;3804;3877;4610;4757;5018
Itaguatins;TO;425;588;611;673;627;630;691;698;775;1003;956;672;1095;1110;1515;1649;1653
Itapiratins;TO;207;343;366;438;498;474;826;723;769;858;943;1343;1786;1712;2058;2341;2421
Itaporã do Tocantins;TO;406;568;590;635;636;711;1247;941;635;781;886;744;990;1245;1602;1617;2324
Jaú do Tocantins;TO;507;891;778;859;1417;1078;1156;1190;1537;1548;1182;1122;1234;1513;1790;2317;2118
Juarina;TO;193;244;243;269;360;354;416;347;490;447;501;443;455;769;1088;1216;1148
Lagoa da Confusão;TO;2463;4314;4400;4340;4931;4968;6985;7093;8794;11688;13269;16912;28304;38323;30233;41032;35638
Lagoa do Tocantins;TO;177;196;230;247;305;341;681;476;523;592;616;649;661;954;997;915;1055
Lajeado;TO;1614;1294;1069;1542;1130;1233;1051;1281;2533;2670;1940;2610;2329;2855;3386;3180;3790
Lavandeira;TO;234;428;286;365;404;345;409;374;428;679;625;852;249;414;805;778;594
Lizarda;TO;191;269;212;288;286;232;291;336;469;406;428;520;475;977;663;890;918
Luzinópolis;TO;531;564;538;826;923;1110;1017;860;1100;1220;1300;1457;1079;1404;1441;1470;1649
Marianópolis do Tocantins;TO;677;1037;1170;1195;1156;1212;1365;1332;1294;1531;1610;1965;2240;3302;4194;5227;5833
Mateiros;TO;205;378;477;529;539;571;1081;1192;869;1450;1171;1894;3216;2217;1885;3361;2823
Maurilândia do Tocantins;TO;147;201;220;293;312;326;393;376;431;460;501;599;703;758;881;885;1009
Miracema do Tocantins;TO;9628;18584;15321;33680;36098;36964;45653;42046;37729;38701;49744;37308;30860;38523;46104;35876;38295
Miranorte;TO;3478;4676;4664;5141;4778;4926;4795;5418;8865;10693;10691;12257;15359;19029;21758;19543;23701
Monte do Carmo;TO;700;718;1077;937;1019;936;1212;1152;1211;1632;1653;1675;2229;2721;2862;3378;4550
Monte Santo do Tocantins;TO;135;213;218;244;270;261;327;288;349;470;516;581;723;857;1321;1362;1087
Palmeiras do Tocantins;TO;318;573;700;548;974;952;2157;5336;12203;3491;1833;1430;1539;2066;2076;2267;2421
Muricilândia;TO;301;375;347;434;510;569;819;523;627;727;630;606;731;930;959;1744;1135
Natividade;TO;2699;2903;3140;3343;3144;3051;4026;3386;4494;4739;5343;6244;4616;6898;7142;7228;10753
Nazaré;TO;423;514;574;685;695;645;608;726;907;832;1067;1418;1461;1566;1923;2029;1813
Nova Olinda;TO;5598;8438;9077;16104;22018;24372;13613;18432;23154;32948;32903;35855;37062;40281;39429;39395;42111
Nova Rosalândia;TO;765;1012;849;560;719;673;734;958;938;995;1447;1276;1608;1911;2154;2400;2493
Novo Acordo;TO;373;687;641;448;621;625;527;496;610;1041;2056;809;971;1540;1552;1698;1879
Novo Alegre;TO;327;409;423;500;452;524;618;514;455;545;577;646;650;719;931;1007;1061
Novo Jardim;TO;401;510;742;430;476;686;982;835;1066;1352;1797;846;620;605;1018;1112;1128
Oliveira de Fátima;TO;256;725;228;252;255;201;479;667;1455;977;469;575;675;703;631;595;639
Palmeirante;TO;178;232;406;330;893;2632;2973;2563;1539;2953;1097;1634;5905;4209;3111;2930;3166
Palmeirópolis;TO;1876;2539;1949;2542;2735;3064;4115;3355;3487;3599;3700;3913;4656;5650;6771;7103;7130
Paraíso do Tocantins;TO;28461;46160;47121;52610;55345;64277;64796;72424;84253;98417;108891;112863;128911;131644;147200;151203;159568
Paranã;TO;649;1102;1212;3125;2447;3292;3922;3062;4240;3859;5207;4696;4660;4476;6159;7151;8938
Pau D'Arco;TO;438;535;671;741;698;830;971;868;969;1159;1305;1448;1873;1919;2068;2517;2787
Pedro Afonso;TO;3510;4817;6114;5424;5746;9727;14961;13610;17311;33188;38632;42966;67975;59304;63981;63380;59229
Peixe;TO;5189;4571;7048;10814;6111;4977;4802;4149;7514;6885;6840;5439;4938;7815;11189;11393;9162
Pequizeiro;TO;563;966;795;803;829;849;1237;1216;1042;1346;1576;1441;1874;2483;2593;3112;3150
Colméia;TO;3363;3782;3932;3717;4752;4484;4272;5427;5155;6575;5941;7060;6987;6388;8940;10031;9952
Pindorama do Tocantins;TO;381;456;399;493;523;528;674;695;1449;1726;1026;1253;1236;1520;1535;1553;2165
Piraquê;TO;288;258;262;404;437;362;496;489;660;661;600;777;1148;1111;1029;1824;1162
Pium;TO;915;1142;1051;1643;1476;1640;1883;1648;1537;2356;2408;2506;3090;4460;6186;6798;6874
Ponte Alta do Bom Jesus;TO;311;542;480;567;753;1358;940;793;864;917;1078;1145;1299;1940;2642;2242;2363
Ponte Alta do Tocantins;TO;905;1182;1078;1208;1197;1320;1264;1219;1704;2124;2081;1989;1922;2394;2718;3069;3566
Porto Alegre do Tocantins;TO;280;403;396;487;512;489;427;463;494;576;736;626;880;1047;1311;1047;1193
Porto Nacional;TO;20187;24076;24820;26378;28825;33435;48802;52136;71935;68734;93543;101364;125394;166004;210934;253804;231730
Praia Norte;TO;260;378;367;431;474;546;637;827;831;924;1006;1036;940;1352;1315;1373;1530
Presidente Kennedy;TO;834;1116;1234;1200;1088;1584;3293;3438;3616;5572;6084;7046;2295;2812;3848;3684;3777
Pugmil;TO;1803;2555;2649;2923;2572;2567;2868;3110;4425;3622;3123;3803;5985;4200;4683;4515;5258
Recursolândia;TO;223;225;258;314;379;417;537;493;738;705;702;952;1025;955;1150;1266;1223
Riachinho;TO;235;336;348;501;528;571;862;695;1134;991;1032;995;1080;1149;1275;1449;1342
Rio da Conceição;TO;169;264;280;300;283;286;404;322;266;298;300;291;345;366;441;384;467
Rio dos Bois;TO;885;1519;1591;1230;745;602;1590;2203;3353;1333;949;774;1160;1537;2215;1825;1387
Rio Sono;TO;342;445;560;866;949;1356;849;859;1166;1214;1104;1066;1369;1625;2181;2913;2256
Sampaio;TO;212;312;241;369;314;341;1689;673;441;462;509;492;342;616;739;799;943
Sandolândia;TO;520;628;847;821;1208;1057;1319;1035;1172;1451;1529;1307;1765;2204;2650;2952;3256
Santa Fé do Araguaia;TO;643;1030;1154;1234;1662;1921;2241;1925;2913;3188;3038;3484;4220;4936;5988;6325;5908
Santa Maria do Tocantins;TO;146;223;299;1051;520;583;665;533;706;691;715;791;910;1121;1314;1463;1637
Santa Rita do Tocantins;TO;511;1096;662;795;1088;1178;1091;909;940;535;574;625;897;887;1468;5993;6903
Santa Rosa do Tocantins;TO;412;684;820;834;1176;1023;891;1991;2039;1984;2111;2617;2993;4382;3570;7691;8911
Santa Tereza do Tocantins;TO;260;284;334;351;366;364;992;471;1028;1063;767;715;735;859;926;1498;1537
Santa Terezinha do Tocantins;TO;173;235;237;296;302;287;333;365;399;393;394;375;410;751;845;1008;926
São Bento do Tocantins;TO;189;226;305;320;372;409;513;458;751;814;943;1021;1259;2891;3735;2334;2385
